item_id,source_page,book_part,foundation,chapter_number,chapter_title,chapter_pillar,subpillar,subpillar_logic,tool_class,clean_title,practical_guidance,practical_logic,what_this_is_for,example_1,example_2,minto_governing_thought,minto_level_1,minto_level_2,minto_level_3,minto_level_4,minto_level_5,minto_supporting_logic,minto_path,primary_category,item_type,confidence_score,source_anchor
235,257,Part Four: Bringing It All Together,Integration,13,Running the Rapids,"Handling intensity, activation, and challenging situations",Emotional literacy,Name real feelings clearly and use them as data.,Assessment or reflection,rooted in a genuine intention to understand,Name the actual feeling rather than a thought or accusation. Use it to assess your default pattern before changing behavior.,Name the actual feeling rather than a thought or accusation.,Prompt to assess your current pattern.,“I feel anxious about tomorrow’s meeting” is clearer than “I feel ignored.”,"A parent might say, “I feel overwhelmed and tired,” rather than “You are impossible tonight.”","Skillful communication becomes more effective when you build it from foundation to practice: presence, intention, attention, and live integration.",Skillful communication,Integration,Running the Rapids,Emotional literacy,Assessment or reflection,Name real feelings clearly and use them as data.,Skillful communication > Integration > Running the Rapids > Emotional literacy > Assessment or reflection,feelings,assessment_or_reflection,14,rooted in a genuine intention to understand. Hold that angle of orientation
258,259,Part Four: Bringing It All Together,Integration,13,Running the Rapids,"Handling intensity, activation, and challenging situations",Emotional literacy,Name real feelings clearly and use them as data.,Assessment or reflection,That pause transformed the conversation,Name the actual feeling rather than a thought or accusation. Use it to assess your default pattern before changing behavior.,Name the actual feeling rather than a thought or accusation.,Prompt to assess your current pattern.,“I feel anxious about tomorrow’s meeting” is clearer than “I feel ignored.”,"A parent might say, “I feel overwhelmed and tired,” rather than “You are impossible tonight.”","Skillful communication becomes more effective when you build it from foundation to practice: presence, intention, attention, and live integration.",Skillful communication,Integration,Running the Rapids,Emotional literacy,Assessment or reflection,Name real feelings clearly and use them as data.,Skillful communication > Integration > Running the Rapids > Emotional literacy > Assessment or reflection,feelings,assessment_or_reflection,28,That pause transformed the conversation. She considered her own needs and spoke
319,249,Part Four: Bringing It All Together,Integration,13,Running the Rapids,"Handling intensity, activation, and challenging situations",Mindfulness and regulation,"Pause, breathe, ground, and regulate before speaking.",Example or script pattern,Working with our nervous system to handle reactivity and redirect the river has three,"Use a brief pause, breath, or body awareness practice to reduce reactivity.","Use a brief pause, breath, or body awareness practice to reduce reactivity.",Concrete language pattern or model script.,"During an argument, pause for one slow inhale and exhale before answering.",Notice tension in the jaw or chest as an early cue that reactivity is rising.,"Skillful communication becomes more effective when you build it from foundation to practice: presence, intention, attention, and live integration.",Skillful communication,Integration,Running the Rapids,Mindfulness and regulation,Example or script pattern,"Pause, breathe, ground, and regulate before speaking.",Skillful communication > Integration > Running the Rapids > Mindfulness and regulation > Example or script pattern,mindfulness_pause,example_pattern,20,Working with our nervous system to handle reactivity and redirect the river
252,248,Part Four: Bringing It All Together,Integration,13,Running the Rapids,"Handling intensity, activation, and challenging situations",Needs and values,Identify the deeper need or value beneath the reaction.,Principle,Stretch your imagination to empathize with the other person,Identify the underlying need or value driving the reaction. Treat it as a rule of thumb that organizes the surrounding practices.,Identify the underlying need or value driving the reaction.,Rule of thumb that organizes practice.,“I am upset because I need reliability” is more useful than “You just do not care.”,"A conflict about lateness may actually point to needs for trust, rest, or predictability.","Skillful communication becomes more effective when you build it from foundation to practice: presence, intention, attention, and live integration.",Skillful communication,Integration,Running the Rapids,Needs and values,Principle,Identify the deeper need or value beneath the reaction.,Skillful communication > Integration > Running the Rapids > Needs and values > Principle,needs_values,principle,20,•Stretch your imagination to empathize with the other person. •Consider your needs
56,256,Part Four: Bringing It All Together,Integration,13,Running the Rapids,"Handling intensity, activation, and challenging situations",Needs and values,Identify the deeper need or value beneath the reaction.,Step-by-step process,can be a generous gesture that sets things in a good direction,Identify the underlying need or value driving the reaction. Apply it as a sequence rather than a one-off insight.,Identify the underlying need or value driving the reaction.,Sequenced method to apply in conversation.,“I am upset because I need reliability” is more useful than “You just do not care.”,"A conflict about lateness may actually point to needs for trust, rest, or predictability.","Skillful communication becomes more effective when you build it from foundation to practice: presence, intention, attention, and live integration.",Skillful communication,Integration,Running the Rapids,Needs and values,Step-by-step process,Identify the deeper need or value beneath the reaction.,Skillful communication > Integration > Running the Rapids > Needs and values > Step-by-step process,needs_values,step_process,26,can be a generous gesture that sets things in a good direction.
201,254,Part Four: Bringing It All Together,Integration,13,Running the Rapids,"Handling intensity, activation, and challenging situations",Needs and values,Identify the deeper need or value beneath the reaction.,Practice or exercise,"PRACTICE: Attending to Deactivation Silent Practice Find a quiet place, close your eyes, and",Identify the underlying need or value driving the reaction.,Identify the underlying need or value driving the reaction.,Repeatable training drill or reflection exercise.,“I am upset because I need reliability” is more useful than “You just do not care.”,"A conflict about lateness may actually point to needs for trust, rest, or predictability.","Skillful communication becomes more effective when you build it from foundation to practice: presence, intention, attention, and live integration.",Skillful communication,Integration,Running the Rapids,Needs and values,Practice or exercise,Identify the deeper need or value beneath the reaction.,Skillful communication > Integration > Running the Rapids > Needs and values > Practice or exercise,needs_values,exercise_or_practice,16,"PRACTICE: Attending to Deactivation Silent Practice Find a quiet place, close your"
307,247,Part Four: Bringing It All Together,Integration,13,Running the Rapids,"Handling intensity, activation, and challenging situations",Needs and values,Identify the deeper need or value beneath the reaction.,Assessment or reflection,"We want to be right, to feel vindicated, to win the argument",Identify the underlying need or value driving the reaction. Use it to assess your default pattern before changing behavior.,Identify the underlying need or value driving the reaction.,Prompt to assess your current pattern.,“I am upset because I need reliability” is more useful than “You just do not care.”,"A conflict about lateness may actually point to needs for trust, rest, or predictability.","Skillful communication becomes more effective when you build it from foundation to practice: presence, intention, attention, and live integration.",Skillful communication,Integration,Running the Rapids,Needs and values,Assessment or reflection,Identify the deeper need or value beneath the reaction.,Skillful communication > Integration > Running the Rapids > Needs and values > Assessment or reflection,needs_values,assessment_or_reflection,10,"We want to be right, to feel vindicated, to win the argument."
168,260,Part Four: Bringing It All Together,Integration,13,Running the Rapids,"Handling intensity, activation, and challenging situations",Needs and values,Identify the deeper need or value beneath the reaction.,Assessment or reflection,Mastering these skills means finding the balance between authenticity and flexibility,Identify the underlying need or value driving the reaction. Use it to assess your default pattern before changing behavior.,Identify the underlying need or value driving the reaction.,Prompt to assess your current pattern.,“I am upset because I need reliability” is more useful than “You just do not care.”,"A conflict about lateness may actually point to needs for trust, rest, or predictability.","Skillful communication becomes more effective when you build it from foundation to practice: presence, intention, attention, and live integration.",Skillful communication,Integration,Running the Rapids,Needs and values,Assessment or reflection,Identify the deeper need or value beneath the reaction.,Skillful communication > Integration > Running the Rapids > Needs and values > Assessment or reflection,needs_values,assessment_or_reflection,9,Mastering these skills means finding the balance between authenticity and flexibility. The
137,261,Part Four: Bringing It All Together,Integration,13,Running the Rapids,"Handling intensity, activation, and challenging situations",Needs and values,Identify the deeper need or value beneath the reaction.,Assessment or reflection,Assessment or reflection — Needs and values — p.261,Identify the underlying need or value driving the reaction. Use it to assess your default pattern before changing behavior.,Identify the underlying need or value driving the reaction.,Prompt to assess your current pattern.,“I am upset because I need reliability” is more useful than “You just do not care.”,"A conflict about lateness may actually point to needs for trust, rest, or predictability.","Skillful communication becomes more effective when you build it from foundation to practice: presence, intention, attention, and live integration.",Skillful communication,Integration,Running the Rapids,Needs and values,Assessment or reflection,Identify the deeper need or value beneath the reaction.,Skillful communication > Integration > Running the Rapids > Needs and values > Assessment or reflection,needs_values,assessment_or_reflection,13,"important. You lose balance, your own equilibrium and responsiveness. But if your"
214,245,Part Four: Bringing It All Together,Integration,13,Running the Rapids,"Handling intensity, activation, and challenging situations",Observation and clarity,Separate observation from judgment or interpretation.,Principle,"Preparing ahead of time for difficult conversations helps clarify what’s important, reduces reactivity, and",Separate what happened from the interpretation you attach to it before speaking. Treat it as a rule of thumb that organizes the surrounding practices.,Separate what happened from the interpretation you attach to it before speaking.,Rule of thumb that organizes practice.,"Instead of “You never listen,” say “When I was halfway through my point and the topic changed, I felt cut off.”","Instead of “She was rude,” say “She interrupted me twice before I finished my sentence.”","Skillful communication becomes more effective when you build it from foundation to practice: presence, intention, attention, and live integration.",Skillful communication,Integration,Running the Rapids,Observation and clarity,Principle,Separate observation from judgment or interpretation.,Skillful communication > Integration > Running the Rapids > Observation and clarity > Principle,observation_vs_evaluation,principle,20,"Preparing ahead of time for difficult conversations helps clarify what’s important, reduces"
184,247,Part Four: Bringing It All Together,Integration,13,Running the Rapids,"Handling intensity, activation, and challenging situations",Observation and clarity,Separate observation from judgment or interpretation.,Step-by-step process,NOURISH YOURSELF: Seek the support of a trusted friend or take time for selfempathy,Separate what happened from the interpretation you attach to it before speaking. Apply it as a sequence rather than a one-off insight.,Separate what happened from the interpretation you attach to it before speaking.,Sequenced method to apply in conversation.,"Instead of “You never listen,” say “When I was halfway through my point and the topic changed, I felt cut off.”","Instead of “She was rude,” say “She interrupted me twice before I finished my sentence.”","Skillful communication becomes more effective when you build it from foundation to practice: presence, intention, attention, and live integration.",Skillful communication,Integration,Running the Rapids,Observation and clarity,Step-by-step process,Separate observation from judgment or interpretation.,Skillful communication > Integration > Running the Rapids > Observation and clarity > Step-by-step process,observation_vs_evaluation,step_process,15,NOURISH YOURSELF: Seek the support of a trusted friend or take time
158,252,Part Four: Bringing It All Together,Integration,13,Running the Rapids,"Handling intensity, activation, and challenging situations",Observation and clarity,Separate observation from judgment or interpretation.,Practice or exercise,it—the wisest response is to gracefully exit the conversation until you recover (see “Pausing”,Separate what happened from the interpretation you attach to it before speaking.,Separate what happened from the interpretation you attach to it before speaking.,Repeatable training drill or reflection exercise.,"Instead of “You never listen,” say “When I was halfway through my point and the topic changed, I felt cut off.”","Instead of “She was rude,” say “She interrupted me twice before I finished my sentence.”","Skillful communication becomes more effective when you build it from foundation to practice: presence, intention, attention, and live integration.",Skillful communication,Integration,Running the Rapids,Observation and clarity,Practice or exercise,Separate observation from judgment or interpretation.,Skillful communication > Integration > Running the Rapids > Observation and clarity > Practice or exercise,observation_vs_evaluation,exercise_or_practice,22,it—the wisest response is to gracefully exit the conversation until you recover
298,250,Part Four: Bringing It All Together,Integration,13,Running the Rapids,"Handling intensity, activation, and challenging situations",Observation and clarity,Separate observation from judgment or interpretation.,Assessment or reflection,Assessment or reflection — Observation and clarity — p.250,Separate what happened from the interpretation you attach to it before speaking. Use it to assess your default pattern before changing behavior.,Separate what happened from the interpretation you attach to it before speaking.,Prompt to assess your current pattern.,"Instead of “You never listen,” say “When I was halfway through my point and the topic changed, I felt cut off.”","Instead of “She was rude,” say “She interrupted me twice before I finished my sentence.”","Skillful communication becomes more effective when you build it from foundation to practice: presence, intention, attention, and live integration.",Skillful communication,Integration,Running the Rapids,Observation and clarity,Assessment or reflection,Separate observation from judgment or interpretation.,Skillful communication > Integration > Running the Rapids > Observation and clarity > Assessment or reflection,observation_vs_evaluation,assessment_or_reflection,22,"water. We explode, flee, collapse, or check out. We may even enter"
76,255,Part Four: Bringing It All Together,Integration,13,Running the Rapids,"Handling intensity, activation, and challenging situations",Observation and clarity,Separate observation from judgment or interpretation.,Assessment or reflection,"done this before, but the potential benefits are great",Separate what happened from the interpretation you attach to it before speaking. Use it to assess your default pattern before changing behavior.,Separate what happened from the interpretation you attach to it before speaking.,Prompt to assess your current pattern.,"Instead of “You never listen,” say “When I was halfway through my point and the topic changed, I felt cut off.”","Instead of “She was rude,” say “She interrupted me twice before I finished my sentence.”","Skillful communication becomes more effective when you build it from foundation to practice: presence, intention, attention, and live integration.",Skillful communication,Integration,Running the Rapids,Observation and clarity,Assessment or reflection,Separate observation from judgment or interpretation.,Skillful communication > Integration > Running the Rapids > Observation and clarity > Assessment or reflection,observation_vs_evaluation,assessment_or_reflection,26,"done this before, but the potential benefits are great. Rehearsing a difficult"
39,279,Part Four: Bringing It All Together,Integration,14,Conclusion: Charting Your Course,"Integration, principles review, and ongoing practice",Emotional literacy,Name real feelings clearly and use them as data.,Principle,Principle — Emotional literacy — p.279,Name the actual feeling rather than a thought or accusation. Treat it as a rule of thumb that organizes the surrounding practices.,Name the actual feeling rather than a thought or accusation.,Rule of thumb that organizes practice.,“I feel anxious about tomorrow’s meeting” is clearer than “I feel ignored.”,"A parent might say, “I feel overwhelmed and tired,” rather than “You are impossible tonight.”","Skillful communication becomes more effective when you build it from foundation to practice: presence, intention, attention, and live integration.",Skillful communication,Integration,Conclusion: Charting Your Course,Emotional literacy,Principle,Name real feelings clearly and use them as data.,Skillful communication > Integration > Conclusion: Charting Your Course > Emotional literacy > Principle,feelings,principle,7,as the guiding principle. The Stoics suggested that “passions” on their own
57,289,Part Four: Bringing It All Together,Integration,14,Conclusion: Charting Your Course,"Integration, principles review, and ongoing practice",Emotional literacy,Name real feelings clearly and use them as data.,Principle,"Challenging Situations Attending to Deactivation, 239 Guidelines for Preparing, 232–33 Integration, 248 Monitoring Activation,",Name the actual feeling rather than a thought or accusation. Treat it as a rule of thumb that organizes the surrounding practices.,Name the actual feeling rather than a thought or accusation.,Rule of thumb that organizes practice.,“I feel anxious about tomorrow’s meeting” is clearer than “I feel ignored.”,"A parent might say, “I feel overwhelmed and tired,” rather than “You are impossible tonight.”","Skillful communication becomes more effective when you build it from foundation to practice: presence, intention, attention, and live integration.",Skillful communication,Integration,Conclusion: Charting Your Course,Emotional literacy,Principle,Name real feelings clearly and use them as data.,Skillful communication > Integration > Conclusion: Charting Your Course > Emotional literacy > Principle,feelings,principle,6,"Challenging Situations Attending to Deactivation, 239 Guidelines for Preparing, 232–33 Integration, 248"
140,300,Part Four: Bringing It All Together,Integration,14,Conclusion: Charting Your Course,"Integration, principles review, and ongoing practice",Emotional literacy,Name real feelings clearly and use them as data.,Principle,in difficult conversations embodying as foundation for mindful communication in identifying needs importance of,Name the actual feeling rather than a thought or accusation. Treat it as a rule of thumb that organizes the surrounding practices.,Name the actual feeling rather than a thought or accusation.,Rule of thumb that organizes practice.,“I feel anxious about tomorrow’s meeting” is clearer than “I feel ignored.”,"A parent might say, “I feel overwhelmed and tired,” rather than “You are impossible tonight.”","Skillful communication becomes more effective when you build it from foundation to practice: presence, intention, attention, and live integration.",Skillful communication,Integration,Conclusion: Charting Your Course,Emotional literacy,Principle,Name real feelings clearly and use them as data.,Skillful communication > Integration > Conclusion: Charting Your Course > Emotional literacy > Principle,feelings,principle,18,in difficult conversations embodying as foundation for mindful communication in identifying needs
114,284,Part Four: Bringing It All Together,Integration,14,Conclusion: Charting Your Course,"Integration, principles review, and ongoing practice",Emotional literacy,Name real feelings clearly and use them as data.,Tool or guideline,g l o s s a r y Activation: The stimulation of energy in,Name the actual feeling rather than a thought or accusation.,Name the actual feeling rather than a thought or accusation.,Practical move for clearer communication.,“I feel anxious about tomorrow’s meeting” is clearer than “I feel ignored.”,"A parent might say, “I feel overwhelmed and tired,” rather than “You are impossible tonight.”","Skillful communication becomes more effective when you build it from foundation to practice: presence, intention, attention, and live integration.",Skillful communication,Integration,Conclusion: Charting Your Course,Emotional literacy,Tool or guideline,Name real feelings clearly and use them as data.,Skillful communication > Integration > Conclusion: Charting Your Course > Emotional literacy > Tool or guideline,feelings,technique_or_guideline,15,g l o s s a r y Activation: The stimulation of
52,295,Part Four: Bringing It All Together,Integration,14,Conclusion: Charting Your Course,"Integration, principles review, and ongoing practice",Emotional literacy,Name real feelings clearly and use them as data.,Tool or guideline,blame as default intention as default pattern as hindrance to being heard meeting with,Name the actual feeling rather than a thought or accusation.,Name the actual feeling rather than a thought or accusation.,Practical move for clearer communication.,“I feel anxious about tomorrow’s meeting” is clearer than “I feel ignored.”,"A parent might say, “I feel overwhelmed and tired,” rather than “You are impossible tonight.”","Skillful communication becomes more effective when you build it from foundation to practice: presence, intention, attention, and live integration.",Skillful communication,Integration,Conclusion: Charting Your Course,Emotional literacy,Tool or guideline,Name real feelings clearly and use them as data.,Skillful communication > Integration > Conclusion: Charting Your Course > Emotional literacy > Tool or guideline,feelings,technique_or_guideline,8,blame as default intention as default pattern as hindrance to being heard
92,301,Part Four: Bringing It All Together,Integration,14,Conclusion: Charting Your Course,"Integration, principles review, and ongoing practice",Emotional literacy,Name real feelings clearly and use them as data.,Tool or guideline,entering flow of handling intensity in internal listening in mutuality in needs in self-empathy,Name the actual feeling rather than a thought or accusation.,Name the actual feeling rather than a thought or accusation.,Practical move for clearer communication.,“I feel anxious about tomorrow’s meeting” is clearer than “I feel ignored.”,"A parent might say, “I feel overwhelmed and tired,” rather than “You are impossible tonight.”","Skillful communication becomes more effective when you build it from foundation to practice: presence, intention, attention, and live integration.",Skillful communication,Integration,Conclusion: Charting Your Course,Emotional literacy,Tool or guideline,Name real feelings clearly and use them as data.,Skillful communication > Integration > Conclusion: Charting Your Course > Emotional literacy > Tool or guideline,feelings,technique_or_guideline,14,entering flow of handling intensity in internal listening in mutuality in needs
40,304,Part Four: Bringing It All Together,Integration,14,Conclusion: Charting Your Course,"Integration, principles review, and ongoing practice",Emotional literacy,Name real feelings clearly and use them as data.,Tool or guideline,as three-dimensional toward aggression as transcending duality for unmet needs without agreement See also,Name the actual feeling rather than a thought or accusation.,Name the actual feeling rather than a thought or accusation.,Practical move for clearer communication.,“I feel anxious about tomorrow’s meeting” is clearer than “I feel ignored.”,"A parent might say, “I feel overwhelmed and tired,” rather than “You are impossible tonight.”","Skillful communication becomes more effective when you build it from foundation to practice: presence, intention, attention, and live integration.",Skillful communication,Integration,Conclusion: Charting Your Course,Emotional literacy,Tool or guideline,Name real feelings clearly and use them as data.,Skillful communication > Integration > Conclusion: Charting Your Course > Emotional literacy > Tool or guideline,feelings,technique_or_guideline,16,as three-dimensional toward aggression as transcending duality for unmet needs without agreement
172,306,Part Four: Bringing It All Together,Integration,14,Conclusion: Charting Your Course,"Integration, principles review, and ongoing practice",Emotional literacy,Name real feelings clearly and use them as data.,Tool or guideline,mutual in relationships humanity emotions as essential to needs as facets of of others,Name the actual feeling rather than a thought or accusation.,Name the actual feeling rather than a thought or accusation.,Practical move for clearer communication.,“I feel anxious about tomorrow’s meeting” is clearer than “I feel ignored.”,"A parent might say, “I feel overwhelmed and tired,” rather than “You are impossible tonight.”","Skillful communication becomes more effective when you build it from foundation to practice: presence, intention, attention, and live integration.",Skillful communication,Integration,Conclusion: Charting Your Course,Emotional literacy,Tool or guideline,Name real feelings clearly and use them as data.,Skillful communication > Integration > Conclusion: Charting Your Course > Emotional literacy > Tool or guideline,feelings,technique_or_guideline,6,mutual in relationships humanity emotions as essential to needs as facets of
145,310,Part Four: Bringing It All Together,Integration,14,Conclusion: Charting Your Course,"Integration, principles review, and ongoing practice",Emotional literacy,Name real feelings clearly and use them as data.,Tool or guideline,"in Nonviolent Communication model of perceptions purposes of as simple, not easy use of",Name the actual feeling rather than a thought or accusation.,Name the actual feeling rather than a thought or accusation.,Practical move for clearer communication.,“I feel anxious about tomorrow’s meeting” is clearer than “I feel ignored.”,"A parent might say, “I feel overwhelmed and tired,” rather than “You are impossible tonight.”","Skillful communication becomes more effective when you build it from foundation to practice: presence, intention, attention, and live integration.",Skillful communication,Integration,Conclusion: Charting Your Course,Emotional literacy,Tool or guideline,Name real feelings clearly and use them as data.,Skillful communication > Integration > Conclusion: Charting Your Course > Emotional literacy > Tool or guideline,feelings,technique_or_guideline,10,"in Nonviolent Communication model of perceptions purposes of as simple, not easy"
139,316,Part Four: Bringing It All Together,Integration,14,Conclusion: Charting Your Course,"Integration, principles review, and ongoing practice",Emotional literacy,Name real feelings clearly and use them as data.,Tool or guideline,in conversation need for nervous system during pausing for in requests in speaking up,Name the actual feeling rather than a thought or accusation.,Name the actual feeling rather than a thought or accusation.,Practical move for clearer communication.,“I feel anxious about tomorrow’s meeting” is clearer than “I feel ignored.”,"A parent might say, “I feel overwhelmed and tired,” rather than “You are impossible tonight.”","Skillful communication becomes more effective when you build it from foundation to practice: presence, intention, attention, and live integration.",Skillful communication,Integration,Conclusion: Charting Your Course,Emotional literacy,Tool or guideline,Name real feelings clearly and use them as data.,Skillful communication > Integration > Conclusion: Charting Your Course > Emotional literacy > Tool or guideline,feelings,technique_or_guideline,14,in conversation need for nervous system during pausing for in requests in
111,318,Part Four: Bringing It All Together,Integration,14,Conclusion: Charting Your Course,"Integration, principles review, and ongoing practice",Emotional literacy,Name real feelings clearly and use them as data.,Tool or guideline,from balancing awareness conflict avoidance and deep presence in devaluing need for differences in,Name the actual feeling rather than a thought or accusation.,Name the actual feeling rather than a thought or accusation.,Practical move for clearer communication.,“I feel anxious about tomorrow’s meeting” is clearer than “I feel ignored.”,"A parent might say, “I feel overwhelmed and tired,” rather than “You are impossible tonight.”","Skillful communication becomes more effective when you build it from foundation to practice: presence, intention, attention, and live integration.",Skillful communication,Integration,Conclusion: Charting Your Course,Emotional literacy,Tool or guideline,Name real feelings clearly and use them as data.,Skillful communication > Integration > Conclusion: Charting Your Course > Emotional literacy > Tool or guideline,feelings,technique_or_guideline,14,from balancing awareness conflict avoidance and deep presence in devaluing need for
112,320,Part Four: Bringing It All Together,Integration,14,Conclusion: Charting Your Course,"Integration, principles review, and ongoing practice",Emotional literacy,Name real feelings clearly and use them as data.,Tool or guideline,"from empathic listening empathy and eroding in intention to understand lack of, working with",Name the actual feeling rather than a thought or accusation.,Name the actual feeling rather than a thought or accusation.,Practical move for clearer communication.,“I feel anxious about tomorrow’s meeting” is clearer than “I feel ignored.”,"A parent might say, “I feel overwhelmed and tired,” rather than “You are impossible tonight.”","Skillful communication becomes more effective when you build it from foundation to practice: presence, intention, attention, and live integration.",Skillful communication,Integration,Conclusion: Charting Your Course,Emotional literacy,Tool or guideline,Name real feelings clearly and use them as data.,Skillful communication > Integration > Conclusion: Charting Your Course > Emotional literacy > Tool or guideline,feelings,technique_or_guideline,8,"from empathic listening empathy and eroding in intention to understand lack of,"
10,273,Part Four: Bringing It All Together,Integration,14,Conclusion: Charting Your Course,"Integration, principles review, and ongoing practice",Emotional literacy,Name real feelings clearly and use them as data.,Step-by-step process,Step-by-step process — Emotional literacy — p.273,Name the actual feeling rather than a thought or accusation. Apply it as a sequence rather than a one-off insight.,Name the actual feeling rather than a thought or accusation.,Sequenced method to apply in conversation.,“I feel anxious about tomorrow’s meeting” is clearer than “I feel ignored.”,"A parent might say, “I feel overwhelmed and tired,” rather than “You are impossible tonight.”","Skillful communication becomes more effective when you build it from foundation to practice: presence, intention, attention, and live integration.",Skillful communication,Integration,Conclusion: Charting Your Course,Emotional literacy,Step-by-step process,Name real feelings clearly and use them as data.,Skillful communication > Integration > Conclusion: Charting Your Course > Emotional literacy > Step-by-step process,feelings,step_process,12,"2.As social creatures, we are keenly attuned to what our nervous systems"
15,278,Part Four: Bringing It All Together,Integration,14,Conclusion: Charting Your Course,"Integration, principles review, and ongoing practice",Emotional literacy,Name real feelings clearly and use them as data.,Step-by-step process,Step-by-step process — Emotional literacy — p.278,Name the actual feeling rather than a thought or accusation. Apply it as a sequence rather than a one-off insight.,Name the actual feeling rather than a thought or accusation.,Sequenced method to apply in conversation.,“I feel anxious about tomorrow’s meeting” is clearer than “I feel ignored.”,"A parent might say, “I feel overwhelmed and tired,” rather than “You are impossible tonight.”","Skillful communication becomes more effective when you build it from foundation to practice: presence, intention, attention, and live integration.",Skillful communication,Integration,Conclusion: Charting Your Course,Emotional literacy,Step-by-step process,Name real feelings clearly and use them as data.,Skillful communication > Integration > Conclusion: Charting Your Course > Emotional literacy > Step-by-step process,feelings,step_process,7,"5.Miki Kashtan makes an elegant distinction using the terms selfsufficiency, the myth"
2,282,Part Four: Bringing It All Together,Integration,14,Conclusion: Charting Your Course,"Integration, principles review, and ongoing practice",Emotional literacy,Name real feelings clearly and use them as data.,Step-by-step process,Step-by-step process — Emotional literacy — p.282,Name the actual feeling rather than a thought or accusation. Apply it as a sequence rather than a one-off insight.,Name the actual feeling rather than a thought or accusation.,Sequenced method to apply in conversation.,“I feel anxious about tomorrow’s meeting” is clearer than “I feel ignored.”,"A parent might say, “I feel overwhelmed and tired,” rather than “You are impossible tonight.”","Skillful communication becomes more effective when you build it from foundation to practice: presence, intention, attention, and live integration.",Skillful communication,Integration,Conclusion: Charting Your Course,Emotional literacy,Step-by-step process,Name real feelings clearly and use them as data.,Skillful communication > Integration > Conclusion: Charting Your Course > Emotional literacy > Step-by-step process,feelings,step_process,12,1.Researchers have noted the ability of children as young as one year
299,309,Part Four: Bringing It All Together,Integration,14,Conclusion: Charting Your Course,"Integration, principles review, and ongoing practice",Emotional literacy,Name real feelings clearly and use them as data.,Practice or exercise,"ways of See also reflection logistical conversation meditation formal listening in and Nonviolent Communication,",Name the actual feeling rather than a thought or accusation.,Name the actual feeling rather than a thought or accusation.,Repeatable training drill or reflection exercise.,“I feel anxious about tomorrow’s meeting” is clearer than “I feel ignored.”,"A parent might say, “I feel overwhelmed and tired,” rather than “You are impossible tonight.”","Skillful communication becomes more effective when you build it from foundation to practice: presence, intention, attention, and live integration.",Skillful communication,Integration,Conclusion: Charting Your Course,Emotional literacy,Practice or exercise,Name real feelings clearly and use them as data.,Skillful communication > Integration > Conclusion: Charting Your Course > Emotional literacy > Practice or exercise,feelings,exercise_or_practice,18,ways of See also reflection logistical conversation meditation formal listening in and
255,265,Part Four: Bringing It All Together,Integration,14,Conclusion: Charting Your Course,"Integration, principles review, and ongoing practice",Emotional literacy,Name real feelings clearly and use them as data.,Assessment or reflection,summary of principles The Three Steps to Effective Conversation 1.Lead with presence,Name the actual feeling rather than a thought or accusation. Use it to assess your default pattern before changing behavior.,Name the actual feeling rather than a thought or accusation.,Prompt to assess your current pattern.,“I feel anxious about tomorrow’s meeting” is clearer than “I feel ignored.”,"A parent might say, “I feel overwhelmed and tired,” rather than “You are impossible tonight.”","Skillful communication becomes more effective when you build it from foundation to practice: presence, intention, attention, and live integration.",Skillful communication,Integration,Conclusion: Charting Your Course,Emotional literacy,Assessment or reflection,Name real feelings clearly and use them as data.,Skillful communication > Integration > Conclusion: Charting Your Course > Emotional literacy > Assessment or reflection,feelings,assessment_or_reflection,8,summary of principles The Three Steps to Effective Conversation 1.Lead with presence.
257,269,Part Four: Bringing It All Together,Integration,14,Conclusion: Charting Your Course,"Integration, principles review, and ongoing practice",Emotional literacy,Name real feelings clearly and use them as data.,Assessment or reflection,"Taking a Break: To Pause a Conversation •“I’d really like to continue our conversation,",Name the actual feeling rather than a thought or accusation. Use it to assess your default pattern before changing behavior.,Name the actual feeling rather than a thought or accusation.,Prompt to assess your current pattern.,“I feel anxious about tomorrow’s meeting” is clearer than “I feel ignored.”,"A parent might say, “I feel overwhelmed and tired,” rather than “You are impossible tonight.”","Skillful communication becomes more effective when you build it from foundation to practice: presence, intention, attention, and live integration.",Skillful communication,Integration,Conclusion: Charting Your Course,Emotional literacy,Assessment or reflection,Name real feelings clearly and use them as data.,Skillful communication > Integration > Conclusion: Charting Your Course > Emotional literacy > Assessment or reflection,feelings,assessment_or_reflection,12,Taking a Break: To Pause a Conversation •“I’d really like to continue
42,272,Part Four: Bringing It All Together,Integration,14,Conclusion: Charting Your Course,"Integration, principles review, and ongoing practice",Emotional literacy,Name real feelings clearly and use them as data.,Assessment or reflection,"As we grow, social connection becomes relevant for the development of empathy and emotional",Name the actual feeling rather than a thought or accusation. Use it to assess your default pattern before changing behavior.,Name the actual feeling rather than a thought or accusation.,Prompt to assess your current pattern.,“I feel anxious about tomorrow’s meeting” is clearer than “I feel ignored.”,"A parent might say, “I feel overwhelmed and tired,” rather than “You are impossible tonight.”","Skillful communication becomes more effective when you build it from foundation to practice: presence, intention, attention, and live integration.",Skillful communication,Integration,Conclusion: Charting Your Course,Emotional literacy,Assessment or reflection,Name real feelings clearly and use them as data.,Skillful communication > Integration > Conclusion: Charting Your Course > Emotional literacy > Assessment or reflection,feelings,assessment_or_reflection,4,"As we grow, social connection becomes relevant for the development of empathy"
